X1,X2,X3,X4,Y
-4.9188,3.9090,3.3934,1.1191,14.9469
24.8073,3.2120,7.1499,3.3265,75.0610
-8.6200,1.7780,3.0967,0.3656,-11.4237
28.0566,10.1518,14.9306,-4.1405,130.3724
6.4582,6.1293,1.3703,10.8826,100.3511
45.5078,8.5197,6.0527,8.8161,196.4830
-11.2360,9.7311,3.9551,5.1156,85.8605
3.2157,9.1518,15.9046,-8.4537,49.7012
-12.9434,6.6460,11.7117,17.4850,90.3981
44.6532,5.6548,15.5925,-5.5275,101.8886
41.2911,5.5115,16.5573,-7.7612,84.0770
-2.6861,8.6806,8.9536,11.0536,110.2937
25.8589,6.9375,4.7491,2.7498,114.3486
37.0228,11.1896,4.0997,-9.7871,143.9717
18.4193,11.4964,4.5667,1.1560,156.2220
16.6052,3.0467,12.3375,16.5559,111.2698
-3.8285,2.6348,1.6471,10.7642,44.9331
-14.3897,8.5648,1.8218,1.4231,50.7020
42.7023,4.6147,10.7303,-4.9032,91.4356
42.9297,1.2228,11.2729,11.3764,129.0395
23.9502,11.6637,11.6442,20.8395,246.2215
3.0711,3.7228,6.9501,11.9121,72.2811
3.7939,12.1514,13.8951,18.0774,200.4316
30.5429,9.6092,9.5380,7.2965,174.7648
42.6948,10.1518,2.6875,14.5649,238.4131
41.9831,3.4175,13.7536,21.1604,182.5687
34.3712,3.8103,16.2491,16.6076,150.4510
24.5842,7.2552,1.9606,21.6646,193.5102
-15.0261,3.0652,7.2616,3.9522,-4.2154
-9.5244,4.6652,8.8003,21.4561,93.8787
42.7973,4.8575,3.3435,10.9980,159.5115
22.0565,2.9156,14.8833,20.1918,133.4068
-20.3470,3.4622,5.5464,-10.5431,-66.2083
-13.7955,10.4626,13.5281,12.3405,116.7329
26.1086,3.0064,11.7359,19.3751,140.3322
-20.6406,1.3415,10.5687,-5.5545,-63.4758
-9.5826,8.5523,4.0743,12.4861,103.0194
17.9601,12.7118,4.5313,18.5233,241.9471
28.1246,4.9746,1.7576,-1.3459,81.6666
25.2892,2.4239,4.8514,2.9941,70.6988
-5.0769,7.8446,6.5271,9.0722,87.4900
29.5647,11.8763,14.3303,7.2092,205.3437
-4.1553,10.4087,6.8623,-10.5500,45.6892
2.1034,8.4702,13.0739,-8.3491,40.3407
32.0009,4.7807,8.0311,-8.2827,59.5416
25.1239,7.5026,13.5579,-2.2961,96.8936
39.2949,2.0949,16.6203,-2.9030,70.8792
25.6905,9.1473,4.8375,15.4622,192.7150
19.3499,9.7012,14.7975,9.1915,159.4075
-14.3491,12.5804,10.9492,16.2671,164.8448
5.1078,4.1248,14.0767,-9.4138,-7.8499
-2.1706,1.2215,11.4254,5.9529,16.6632
-3.6767,7.5473,7.7832,-0.0203,51.2090
48.0837,9.4815,4.6492,19.4478,258.3967
6.9099,10.4849,2.1206,14.1882,171.2403
42.3353,3.3249,9.5683,20.1626,179.4774
23.8108,4.1410,16.8452,-10.2822,25.7364
35.4316,7.1511,12.8087,14.6705,181.1904
14.6872,4.9672,6.2375,7.9803,92.2838
19.9602,11.3261,14.2353,18.5250,224.8823
13.9688,6.6851,13.3037,6.7649,101.0411
-7.1377,10.5949,5.5062,7.9877,118.6565
30.2941,7.9674,1.2289,-10.0846,85.3480
-1.0652,10.2771,2.8906,12.7353,144.5116
-19.2736,4.9921,15.0369,-1.8938,-18.8637
24.8285,10.9770,14.3850,-11.2713,108.6729
-8.4251,4.2949,5.7233,-9.5418,-32.9784
45.7726,7.5532,5.5631,23.4196,245.5112
46.7289,3.5681,13.6858,0.8049,112.2859
43.9554,6.7063,16.0038,20.1188,215.1477
5.2813,4.8181,13.4662,23.5081,130.5242
-19.9026,4.2004,10.6893,22.9009,73.5497
44.9106,12.6038,4.8827,20.6238,300.3219
9.4011,2.9209,9.4120,21.1092,114.0541
47.6325,10.4479,4.7362,-1.3067,188.2468
47.4170,12.8100,13.9282,-6.3956,199.3124
39.5637,1.2388,7.1914,11.6527,126.2584
-0.0941,9.3883,14.3392,6.0599,105.2604
6.3419,4.0349,7.1057,-8.3464,-2.2392
39.4307,1.4859,14.1864,13.0690,129.7347
1.5015,5.8347,6.3331,8.8258,78.8771
-8.9660,12.2226,8.0421,19.9335,185.5555
18.5329,1.1412,10.8478,10.5398,78.9175
45.4670,8.0546,2.1246,9.2360,195.3968
28.4181,7.0168,16.1713,4.3078,124.1902
19.4743,11.4806,10.1777,5.1231,172.3721
-14.1005,2.0080,9.1251,23.3121,66.9396
22.6655,9.1783,14.4303,-6.8775,95.3113
49.2938,9.1613,14.8522,4.5101,190.9539
-11.0540,9.0290,9.3562,12.2656,102.0119
15.8014,12.3080,15.8362,4.0214,170.7128
41.2935,10.8771,2.0358,-1.5210,181.3169
31.5946,1.5037,2.8116,-1.3678,60.7760
28.4881,6.6530,10.5486,-3.3547,90.1460
28.8764,5.7754,6.6651,0.7244,98.5500
4.5239,4.7218,8.4276,20.2520,116.6569
-0.1550,6.4160,6.2493,6.6933,71.8012
36.4646,5.6103,7.4756,-3.1112,95.2900
36.5181,6.1880,14.1623,2.2275,121.7557
40.5621,12.7511,10.4956,-8.0843,180.4881
43.8401,2.0636,16.9575,21.4493,176.1724
15.3053,12.0668,13.5901,3.1033,162.1626
14.6077,6.7628,5.3787,24.2745,176.6770
35.6790,8.4849,5.2295,0.8589,146.2348
25.1474,10.9622,6.3744,18.9452,230.3137
28.8396,5.3256,14.4922,-2.5137,78.5758
35.5013,6.1651,1.4366,-9.1823,80.4082
42.1904,5.9142,4.6829,-10.8259,81.1403
2.9977,5.4968,15.4787,10.4282,80.8646
5.6664,12.1064,11.2383,-0.4718,130.1781
-14.3273,10.9472,4.6296,4.4102,94.1072
20.0579,2.3080,4.5063,18.2899,122.1215
-18.4481,2.2975,14.8019,-2.8200,-43.3866
12.0575,6.1344,15.3001,-0.5799,61.4377
17.5278,2.1839,5.0981,19.2774,118.4681
-0.6556,8.4291,7.7282,6.2322,95.4095
20.9492,2.7243,14.3535,18.6236,124.2394
-18.8345,7.2685,13.3361,1.8556,22.2335
-18.3483,1.0866,14.0227,2.7397,-28.6122
37.4046,4.7992,9.2944,-5.8159,79.2943
4.5735,9.1263,15.5848,21.9048,172.1271
-11.9787,6.8085,6.2152,21.1810,110.7741
16.0793,12.7392,3.5068,24.4160,262.6962
33.6695,11.4892,12.3397,2.8905,188.6034
-5.6767,5.3088,9.6297,18.2888,92.8627
23.2252,1.5458,14.6734,3.3533,59.9109
-14.9403,11.1475,2.2985,4.8091,100.1343
-17.3306,11.9348,14.4991,18.7100,159.0731
16.7262,10.8475,5.6927,-5.4374,115.0107
17.3851,2.5354,11.4777,-3.8485,27.3779
24.2575,12.9750,1.6421,-0.3551,185.0267
30.5525,4.1030,10.7533,17.1626,148.3030
48.2855,9.6905,12.4763,1.7881,188.9446
15.6573,11.8964,6.9000,1.2522,153.9735
1.9299,3.8282,4.4466,24.9562,123.7835
35.4582,11.8991,9.6021,2.2008,199.0155
-1.7709,4.7138,14.3311,-2.8325,9.2725
10.1670,12.7170,6.1768,11.0589,197.0371
-15.4296,4.3751,5.0395,17.6696,64.0417
-19.2001,12.4412,5.4630,-9.4245,52.9160
47.3480,1.6425,16.1861,10.8990,137.3272
38.3546,9.5113,6.7484,-10.6778,118.7005
28.4142,7.3853,1.0577,7.4743,144.0768
8.0357,6.7345,13.5069,-2.4913,53.8006
-8.6961,3.6819,12.1884,-0.6543,-2.9887
-9.8930,9.4671,3.0571,5.2826,85.4391
-3.2328,3.2897,16.7585,22.3030,95.7250
17.9951,7.6341,10.7290,14.2947,149.9605
29.7363,4.0389,9.0125,22.6633,171.0732
25.8740,12.4675,7.1155,12.4189,230.9267
-1.1247,1.3436,15.3788,-11.7370,-50.0617
46.7954,3.3967,4.9034,-2.1733,100.1611
31.3907,3.9077,5.5723,21.5136,168.7815
18.3591,5.9688,2.9586,11.8075,124.5117
22.4322,3.7928,13.1459,24.3209,161.4936
8.7916,6.8962,10.5288,-6.2293,41.5418
-3.4111,11.4696,10.7451,-1.0203,102.0286
4.2741,9.5448,4.4955,1.4076,98.7220
32.8071,7.9595,11.4187,0.0826,129.8401
-19.9781,2.0680,13.2473,-2.6763,-45.1869
-12.7588,9.3279,6.7262,4.4082,74.0777
-17.7338,2.9970,13.8216,11.7650,21.8676
-18.1083,10.4364,6.5806,-0.4835,58.1906
39.7377,4.0007,13.1302,-9.0511,60.7663
28.9597,6.0046,1.5397,14.2157,157.3604
12.6663,5.2056,9.8186,4.9836,77.6560
-14.0538,11.3058,16.5124,8.5898,113.6523
13.9047,2.5185,16.6999,4.8498,55.2771
12.6165,7.7877,5.5080,20.9432,170.0735
-8.7027,2.7047,8.0624,8.6736,26.6037
9.8035,9.4576,2.0076,22.1612,193.6139
7.2938,11.8609,14.9735,6.8913,158.7926
22.7254,6.2153,10.0972,-1.1742,80.4290
24.0916,6.8571,7.1616,1.1514,102.0237
-17.7834,12.1291,2.8043,7.3188,118.1216
5.5975,7.2519,16.1483,7.6096,94.0963
23.4361,6.8512,9.4835,13.4315,150.4137
14.7227,7.9399,5.5268,-3.6937,79.0198
39.8108,9.2708,6.6034,12.3772,209.7189
25.7672,2.2826,5.3312,16.8078,124.6856
-9.4317,10.8533,10.6290,13.0339,137.1966
-15.9896,6.2261,15.8794,5.8276,30.6047
24.6118,1.8682,14.7071,24.6922,149.3051
-19.1177,10.4342,8.3661,2.9781,69.6021
20.5901,5.5234,14.2240,-8.0561,42.9882
45.7563,2.2044,7.7697,18.3957,172.0500
19.8587,8.6053,5.0369,-4.1486,95.3132
6.5601,11.5616,16.7346,14.3916,182.7167
24.6735,11.6530,5.8622,-5.3779,143.9702
11.5360,12.4920,6.1796,-11.3755,108.1004
17.7388,11.4125,16.8351,-6.0875,118.8619
45.8440,1.0257,3.1428,1.9486,100.6838
6.4133,5.5629,13.1685,-8.0551,14.9011
47.2445,10.8225,15.9730,-4.6859,176.1898
43.2799,5.3950,9.1887,16.2912,185.0970
-7.0988,8.2186,1.0403,16.4857,121.6396
-16.0753,8.2758,7.0009,18.2471,108.8748
-13.8448,5.3803,2.7851,19.1227,85.8960
-19.7063,11.8537,7.6590,3.5561,93.2221
-14.2945,7.0387,13.6404,20.0993,102.3173
27.4935,6.5774,8.0194,7.4597,131.0028
-15.9456,12.9702,7.9108,5.4121,126.2246
1.6473,6.9220,9.9086,14.5858,111.5187
38.9861,3.1408,10.3070,-4.0887,73.5136
-19.3477,7.1568,14.7007,17.2114,81.8548
36.8273,10.7682,5.9337,3.8902,191.4343
-0.9883,10.3223,14.1467,-7.2901,62.1040
-12.6103,10.4630,10.0549,-7.5855,41.6317
28.4683,9.4963,5.8085,-5.8985,117.2341
23.6549,4.0506,5.7220,20.9512,152.5970
41.3005,11.3450,6.7782,24.6647,292.1032
31.1900,11.7213,10.9631,1.2080,182.2473
36.0471,3.3298,4.6930,-1.1907,83.8751
-0.9755,2.5655,15.7253,-3.9055,-11.2959
-8.4018,12.7073,10.1986,18.4812,188.8480
32.2936,11.4199,15.7203,-4.2593,156.6777
36.2853,11.7188,1.7425,22.1913,277.6802
49.3259,11.6365,6.4818,12.6920,264.1183
8.2959,7.5002,1.3649,21.1937,159.0980
5.4133,8.7568,5.3560,8.4984,118.8509
34.1253,7.5444,14.7921,13.5552,180.3377
3.1971,1.6145,1.5858,10.9199,53.4339
45.0838,9.9460,7.9784,18.7542,252.9424
39.9473,7.0640,2.8811,18.9269,210.8809
9.4586,8.7725,7.6695,9.8223,131.5252
32.3118,7.0317,14.4216,11.4028,160.4614
32.5725,6.9017,10.9691,22.1094,203.7975
-13.6782,3.0615,12.7881,22.4051,73.4934
43.0813,4.3446,6.5857,12.5772,160.5398
14.8729,2.9062,16.1104,-11.7131,-7.3638
37.6785,3.3480,12.3482,-8.1368,54.1707
1.7235,12.6757,7.7488,19.7439,212.2205
42.5821,2.8374,7.8234,-8.8656,61.0159
6.6333,4.2312,15.6989,-4.0998,16.2530
-20.2305,8.0871,10.2225,-3.4698,9.1852
43.2821,8.3221,12.3021,10.2087,192.8980
-14.5186,2.8477,7.6726,9.3354,18.1612
1.6713,10.5246,4.5791,-1.2916,97.0477
46.4544,10.4224,12.5769,-4.3184,170.3203
46.4931,3.8478,10.7252,16.2877,174.8148
19.7141,4.4640,9.0215,22.6119,153.9840
23.8604,12.2559,10.9843,-10.0462,130.4749
10.8396,10.9081,4.3326,-7.0723,97.7414
-0.1820,9.3736,13.7030,11.7601,125.0331
2.3352,1.9868,16.1706,17.7643,80.0353
26.7488,6.0192,15.2577,17.2740,161.9789
32.4186,7.7116,6.1430,14.6283,183.3826
35.2021,3.2489,7.4961,20.8348,166.3056
35.0629,6.3787,13.9344,-3.9581,97.0353
-14.5244,8.2123,10.5219,-8.0302,4.5505
14.1038,4.9285,9.7666,10.7684,98.1416
-16.9133,10.3713,15.8263,18.4242,131.5531
18.0166,11.0854,9.5764,9.5356,179.7333
10.3487,4.8833,9.2390,23.6309,141.4719
42.0270,11.0639,1.6723,17.4359,262.4329
3.9150,2.2429,2.1107,13.9293,71.6232
-12.6882,11.0527,1.1187,-9.7705,43.2180
-10.8476,2.8330,15.6119,-8.0135,-45.9055
33.0673,1.9951,7.5342,17.0390,140.3904
22.8935,8.7013,8.4970,-4.6652,100.5301
-13.8203,6.6632,14.5262,-10.9331,-25.9428
-15.0284,11.8947,10.7479,21.6981,177.1798
28.7688,5.3583,10.7520,20.9598,172.4715
-15.8338,4.4458,5.7446,-3.9161,-23.6179
37.3521,7.0088,14.3425,16.8676,192.0490
29.1432,6.4714,3.6533,-10.2248,62.3768
-15.2242,5.1331,1.8504,-1.4529,-1.6210
-14.9765,9.3249,4.0657,11.0757,96.9340
49.0514,10.1147,5.2838,16.2376,255.3205
5.5732,11.2358,5.5170,-11.6152,74.5968
5.3156,12.6743,11.7282,0.0697,141.2844
36.7088,4.1999,4.4852,-4.0692,79.4808
46.2546,9.5931,11.8265,24.9549,275.0992
49.0061,5.7311,2.4581,12.8263,186.6897
32.4899,9.1250,3.3552,3.0098,159.1516
5.7144,6.7118,9.1411,-9.2009,20.9024
-15.0714,12.9253,15.7503,10.1508,145.6116
34.1774,9.7468,14.7531,11.7430,200.0087
18.6467,12.4299,16.5001,18.2070,236.2872
9.1198,11.0196,11.4077,-1.3227,118.0892
43.3512,11.8348,11.8130,24.3128,301.6048
-13.1050,10.7730,11.0004,4.2602,92.6660
13.9764,6.5099,10.9651,-1.0501,67.0028
-20.1939,4.0215,3.3539,0.8926,-16.0470
12.2749,5.4438,9.6998,7.2247,85.5133
-17.0025,1.2428,7.1771,22.6580,56.9542
-12.5639,7.2879,8.0806,15.2009,89.1120
-12.6556,7.0607,9.3776,9.3531,61.8118
25.0939,7.3030,3.0543,-5.9760,82.6318
31.9692,12.6884,6.7518,-6.4739,167.5273
20.4192,11.9374,2.0152,6.5813,189.0260
47.3143,2.9406,16.6747,14.9622,162.2224
5.6158,5.4266,2.8964,15.7875,108.9121
-0.7144,6.0875,5.1364,-3.6412,23.3853
40.6705,5.3264,15.2607,-8.2963,80.8245
-5.1247,10.5820,8.7234,2.2251,96.0275
47.3888,7.2885,3.1702,21.9724,238.6632
-20.1370,7.8652,7.1477,8.1786,52.8122
47.8614,11.2362,2.8539,-0.1563,204.7206
-17.9356,10.6711,4.2035,-0.0254,67.2804
42.2712,2.5865,1.8325,-7.1128,66.8374
16.4668,9.5670,8.0116,5.5093,138.7753
49.5005,6.2252,13.9062,17.2804,209.0910
-15.7604,4.5358,10.3755,23.8367,87.4140
18.3237,1.6002,10.7015,6.5590,63.9567
47.8205,6.8470,4.2093,-5.8130,123.8046
16.1399,5.2652,6.5023,13.2692,117.4452
23.6873,4.0182,14.5239,16.0013,130.0473
28.3982,9.3361,2.4057,-9.3471,102.8974
11.2724,10.2338,14.7269,19.4551,192.4975
23.5566,3.9375,8.7390,18.6849,140.1223
20.4863,1.5934,14.3944,5.4840,62.7265
42.9822,11.1850,6.0881,8.7356,230.1262
-17.7733,1.1195,6.4215,14.3961,22.5726
-1.0516,12.2453,13.0257,13.0397,172.0551
46.4792,8.5314,13.5599,-11.3882,116.3780
42.2087,4.8622,4.6743,-7.4699,82.7059
11.3516,3.9577,16.5659,-5.9841,17.0819
23.0294,1.1081,2.3518,15.9600,110.6266
-1.3059,3.8257,2.0960,4.2831,36.9984
-7.6434,2.6527,10.5281,8.1836,25.7599
11.9226,8.3460,12.5639,16.5894,158.4014
4.0880,2.9985,16.3742,0.6163,19.1336
20.4396,7.3436,7.4791,15.7089,159.3257
-15.4808,8.0814,1.4047,4.3651,54.2581
48.1820,4.5765,10.6463,1.9557,127.6304
49.0210,1.4208,5.6351,0.3224,100.8718
28.5695,1.4470,7.9272,23.7030,154.0015
17.0628,1.3162,8.8155,16.5630,100.1265
0.9765,9.8695,2.0322,-11.2528,46.9690
36.7794,4.8161,8.7757,23.4244,196.3235
27.6159,10.5556,7.8211,16.6913,219.5138
-9.4542,6.1808,12.4007,-6.4805,-3.8580
43.6758,6.4360,11.3307,-9.1755,93.8751
37.4001,7.1546,3.9635,-0.5968,125.9015
46.4358,9.5564,4.2982,11.0947,223.5086
30.5261,4.2820,5.0161,10.8122,127.3182
22.5525,2.4590,3.8632,-1.7935,46.9567
8.6953,7.6727,11.5154,4.4900,91.7647
45.2237,4.9237,16.9109,-4.1601,100.9179
40.4905,6.3099,11.4337,-10.1286,82.2244
-17.7895,8.7634,10.7069,7.1279,63.9725
-19.1279,6.9295,7.5588,0.8387,17.5832
5.7289,8.4433,6.0013,8.0866,114.3326
36.5493,7.5304,15.5772,23.0208,221.4827
49.0966,9.8776,16.5040,-6.6953,159.6995
-10.3204,9.4712,8.9484,-11.9274,14.8539
21.1833,7.4103,5.6432,-9.1555,61.8993
6.0433,9.1468,13.3220,5.1202,109.9074
47.8639,11.4827,3.1193,14.1565,265.7575
38.7904,6.1873,13.2494,9.4883,155.7450
38.5213,5.9532,14.1032,6.3111,138.9721
12.2772,10.1709,2.9985,1.0966,122.6840
8.4522,7.9906,16.6298,-0.5310,77.3207
-1.5881,1.8521,16.7682,1.9226,6.2656
-16.9973,11.7053,15.9875,10.6305,122.1688
40.3953,1.3694,8.9366,-5.7931,56.9135
36.7160,9.9808,4.9372,16.5404,230.4505
49.9800,10.1055,10.3121,9.2844,226.9705
49.7612,12.4373,7.7189,-2.0412,218.9030
18.4357,1.6496,4.2952,6.5427,67.2350
33.5981,8.1623,7.7788,23.6228,229.8293
46.0784,6.1341,11.6222,-11.2418,86.5498
39.3250,4.9676,2.1346,-4.6177,92.1070
-3.4383,2.0838,6.3347,4.5901,16.0254
10.9886,7.7518,1.2847,11.6223,130.3855
-11.8297,6.7485,12.9919,-4.1476,5.8082
46.7376,2.2547,11.2511,22.4619,188.5888
22.0384,8.3499,2.0028,11.7752,160.5081
-4.7664,9.8554,16.4358,20.4650,158.4573
